Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
PT Chishiki NoHikari Indonesia,https://www.crunchbase.com/organization/pt-chishiki-nohikari-indonesia,,Private,For Profit,1-10,,Pre-Seed,2022-02-21,,2022-02-21,day,Active,,,2,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Data and Analytics, Design, Education, Gaming, Media and Entertainment, Software",,,,,,"Content Creators, E-Learning, Education, Graphic Design, Market Research, PC Games, Product Research","Jakarta, Jakarta Raya, Indonesia",
Fancyber,https://www.crunchbase.com/organization/fancyber,,Private,For Profit,1-10,,Angel,2017-11-10,,2016-03-06,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Angel,1000,USD,1000,1000,USD,1000,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Internet Services, Media and Entertainment",,,,,,"Social Media, Social Network","Quezon City, Quezon City, Philippines",
Misqom Agency,https://www.crunchbase.com/organization/misqom-agency,,Private,For Profit,1-10,,Seed,2022-01-31,,2022-01-31,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Content and Publishing, Design, Internet Services, Media and Entertainment, Sales and Marketing",,,,,,"Creative Agency, Digital Marketing, SEO, Social Media Marketing, Web Design","Dubai, Dubai, United Arab Emirates",
Bitdesk,https://www.crunchbase.com/organization/bitdesk-5db2,,Private,For Profit,1-10,,Seed,2020-06-13,,2020-06-01,month,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Information Technology, Internet Services",,,,,,"Information Technology, Internet","Dubai, Dubai, United Arab Emirates",
auvious,https://www.crunchbase.com/organization/auvious,,Private,For Profit,1-10,,Pre-Seed,2017-01-01,,2016-09-23,day,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",Software,,,,,,Software,"Paralimni, Famagusta, Cyprus",
UFO.delivery,https://www.crunchbase.com/organization/ufo-delivery,,Private,For Profit,1-10,,Seed,2015-08-01,,2015-08-01,day,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Administrative Services, Food and Beverage, Transportation",,,,,,"Courier Service, Delivery, Food Delivery","Caticlan, Aklan, Philippines",
R4NSOM,https://www.crunchbase.com/organization/r4nsom-com,,Private,For Profit,1-10,,Pre-Seed,2022-10-04,,2022-04-07,day,Closed,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software",,,,,,"Computer, Cyber Security, Enterprise Software","Bristol, Bristol, City of, United Kingdom",
Cogilex R&D Inc.,https://www.crunchbase.com/organization/cogilex-r-d-inc,,Private,For Profit,1-10,,Seed,2018-09-08,,1998-12-18,day,Active,,,2,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Chatbot, Health Care, Information Technology, Machine Learning, Natural Language Processing","Montréal, Quebec, Canada",
Car Rental San Francisco,https://www.crunchbase.com/organization/ultima-af76,,Private,,1-10,,Angel,2023-11-08,,,,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Angel,1000,USD,1000,1000,USD,1000,Morgan Stanley,1,"San Francisco Bay Area, West Coast, Western US","Energy, Sustainability, Transportation",,,,,,"Automotive, Car Sharing, Clean Energy, CleanTech, Electric Vehicle, GreenTech, Sustainability, Transportation","Oakland, California, United States",
DogCha!,https://www.crunchbase.com/organization/dogcha,,Private,For Profit,1-10,,Seed,2020-10-07,,2019-10-17,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Apps, Community and Lifestyle, Mobile, Software",,,,,,"Apps, Mobile, Mobile Apps, Pet","Tarragona, Catalonia, Spain",
HealerPlus,https://www.crunchbase.com/organization/healerplus,,Private,For Profit,1-10,,Pre-Seed,2019-12-05,,2020-10-17,day,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"San Francisco Bay Area, West Coast, Western US",Health Care,,,,,,Health Care,"San Francisco, California, United States",
Alphanio Nexgen,https://www.crunchbase.com/organization/alphanio-nexgen,,Private,For Profit,11-50,,Seed,2023-09-03,,2020-09-01,month,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,Asia-Pacific (APAC),"Information Technology, Internet Services, Sales and Marketing, Software",,,,,,"Cloud Management, CRM, Internet of Things","Bengaluru, Karnataka, India",
CloudMagnuz,https://www.crunchbase.com/organization/danmagnuz,,Private,For Profit,1-10,,Pre-Seed,2022-08-31,,2021-08-30,day,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,Latin America,"Hardware, Information Technology, Internet Services, Sales and Marketing, Software",,,,,,"Cloud Infrastructure, Digital Marketing, Information Technology, Software","Tepic, Nayarit, Mexico",
LivingSwag,https://www.crunchbase.com/organization/livingswag,,Private,For Profit,1-10,,Pre-Seed,2018-05-04,,2018-05-01,day,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Asia-Pacific (APAC), Middle East and North Africa (MENA)","Content and Publishing, Media and Entertainment",,,,,,Blogging Platforms,"Lahore, Punjab, Pakistan",
Karwar Connect,https://www.crunchbase.com/organization/karwar-connect,,Private,For Profit,1-10,,Seed,2022-07-05,,2022-01-01,year,Active,,,2,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,Asia-Pacific (APAC),"Apps, Internet Services, Mobile, Software",,,,,,"Internet, Mobile Apps, Search Engine","Karwar, Karnataka, India",
adNomus,https://www.crunchbase.com/organization/adnomus,,Private,For Profit,1-10,,Seed,2017-03-03,,2017-03-01,month,Closed,,,2,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Internet Services, Software",,,,,,"Analytics, Internet, Machine Learning","San Jose, California, United States",
Redshift Game Studios Pte. Ltd.,https://www.crunchbase.com/organization/redshift-capital-78bd,,Private,For Profit,11-50,,Seed,2021-12-20,,2021-11-01,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Blockchain and Cryptocurrency, Other",,,,,,Blockchain,"Singapore, Central Region, Singapore",
Five Towns CSD/MSAD #28,https://www.crunchbase.com/organization/five-towns-csd-msad-28,,Private,For Profit,251-500,,Seed,2020-01-01,,,,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,Maine Technology Institute,1,"East Coast, New England, Northeastern US",Education,,,,,,Education,"Camden, Maine, United States",
Medical Quest,https://www.crunchbase.com/organization/medical-quest,,Private,For Profit,1-10,,Equity Crowdfunding,2016-01-27,,2015-01-01,day,Active,,,,1,,1000,USD,1000,1000,USD,1000,Equity Crowdfunding,1000,USD,1000,1000,USD,1000,,,"Greater Denver Area, Western US","Financial Services, Health Care, Payments",,,,,,"Health Care, Medical, Payments","Denver, Colorado, United States",
Access Next Blockchain,https://www.crunchbase.com/organization/access-next-blockchain,,Private,Non-profit,,,Initial Coin Offering,2022-01-05,,2021-06-09,day,Active,,,1,1,,1000,USD,1000,1000,USD,1000,Initial Coin Offering,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA)",,,,,,,,"London, England, United Kingdom",
Era Dots,https://www.crunchbase.com/organization/era-dots,,Private,For Profit,1-10,,Pre-Seed,2021-08-15,,2020-02-03,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,,"Information Technology, Internet Services, Software",,,,,,"Cloud Management, IT Infrastructure, IT Management",,
JM EYE,https://www.crunchbase.com/organization/jm-eye-ltd,,Private,For Profit,1-10,,Seed,2020-12-01,,2020-01-01,year,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,Asia-Pacific (APAC),"Commerce and Shopping, Internet Services",,,,,,"E-Commerce, Internet, Shopping","Khilgaon, Dhaka, Bangladesh",
Foodrr,https://www.crunchbase.com/organization/cofood,,Private,For Profit,1-10,,Pre-Seed,2021-10-05,,2021-09-21,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Greater Los Angeles Area, West Coast, Western US",,,,,,,,"Los Angeles, California, United States",
Foodsouq Technologies,https://www.crunchbase.com/organization/foodsouq-technologies,,Private,For Profit,1-10,,Pre-Seed,2022-04-08,,2022-03-07,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Food and Beverage, Transportation, Travel and Tourism",,,,,,"Food and Beverage, Food Delivery, Hospitality, Restaurants","Dubai, Dubai, United Arab Emirates",
Digineer,https://www.crunchbase.com/organization/digineer,,Private,For Profit,101-250,,Seed,1998-06-27,,1998-01-01,year,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,"Madison Dearborn Partners, Beecken Petty O'Keefe & Company, Delphi Ventures",,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US","Information Technology, Professional Services",,,,,,"Consulting, Information Services, Information Technology","Minneapolis, Minnesota, United States",1
Safe Givee Platforms.,https://www.crunchbase.com/organization/safe-givee-inc-platforms,,Private,For Profit,1-10,,Pre-Seed,2022-08-09,,2022-07-05,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA)","Education, Health Care, Information Technology, Sales and Marketing, Software",,,,,,"Education, Information Technology, Marketing, Medical, Sales, Software","Mbarara, Mbarara, Uganda",
Tourolo,https://www.crunchbase.com/organization/tourolo,,Private,For Profit,1-10,,Pre-Seed,2020-09-18,,2020-09-17,day,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,Asia-Pacific (APAC),Travel and Tourism,,,,,,"Tour Operator, Tourism, Travel, Travel Agency","New Delhi, Delhi, India",
ATradezone,https://www.crunchbase.com/organization/atradezone-7386,,Private,For Profit,1-10,,Pre-Seed,2019-02-03,,2020-01-01,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA)",Commerce and Shopping,,,,,,E-Commerce,"Nyarugenge, Kigali, Rwanda",
Beda,https://www.crunchbase.com/organization/beda-9a07,,Private,For Profit,1-10,,Pre-Seed,2024-03-03,,2024-03-03,day,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,,"Commerce and Shopping, Information Technology",,,,,,"Information Technology, Marketplace","Tashkent, NA - Uzbekistan, Uzbekistan",
Adoptiq,https://www.crunchbase.com/organization/adoptiq,,Private,For Profit,,,Pre-Seed,2023-02-03,,2017-02-03,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,,,,,,,,,,
OutSize,https://www.crunchbase.com/organization/outsize,,Private,For Profit,1-10,,Pre-Seed,2018-05-14,,2017-10-01,month,Closed,,,3,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Greater San Diego Area, West Coast, Western US","Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Software",,,,,,"Apparel, E-Commerce, Fashion, Machine Learning, Retail, Retail Technology, Shopping","Escondido, California, United States",
Portico Exchange,https://www.crunchbase.com/organization/portico-exchange,,Private,,1-10,,Pre-Seed,2022-05-06,,2021-09-10,day,Closed,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Central America, Latin America","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",,,,,,"Bitcoin, Blockchain, Financial Exchanges, Financial Services, FinTech, Software","San Salvador, San Salvador, El Salvador",
Pulse Reader,https://www.crunchbase.com/organization/infrareads,,Private,For Profit,1-10,,Seed,2017-11-01,,2017-07-20,day,Closed,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Internet of Things, Publishing","Berkeley, California, United States",
Savor,https://www.crunchbase.com/organization/kivari,,Private,Non-profit,1-10,,Seed,2022-05-01,,2018-01-01,year,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,,"Other, Professional Services, Social Impact",,,,,,"Consulting, Non Profit",,
Everest,https://www.crunchbase.com/organization/everest-41f1,,Private,For Profit,11-50,,Pre-Seed,2022-05-18,,2022-01-01,year,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,B Capital,1,Latin America,Professional Services,,,,,,Consulting,"Villa Del Lago, Cordoba, Argentina",
SpixHost (SMC-Private) Limited,https://www.crunchbase.com/organization/spixhost-smc-private-limited,,Private,For Profit,1-10,,Seed,2016-02-02,,2016-09-05,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"Asia-Pacific (APAC), Middle East and North Africa (MENA)","Design, Information Technology, Other, Sales and Marketing",,,,,,"Information Technology, Marketing, Professional Services, Web Design","Lahore, Punjab, Pakistan",
Symbol Inc,https://www.crunchbase.com/organization/symbol-inc,,Private,For Profit,1-10,,Pre-Seed,2018-10-20,,2016-12-20,day,Closed,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), CRM, Information Technology, Software","Southampton, New York, United States",
Glideblox,https://www.crunchbase.com/organization/glideblox,,Private,For Profit,1-10,,Pre-Seed,2023-01-03,,2022-12-26,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Blockchain and Cryptocurrency, Other",,,,,,Blockchain,"Istanbul, Istanbul, Turkey",
simba,https://www.crunchbase.com/organization/sibucayi,,Private,For Profit,1-10,,Pre-Seed,2021-06-03,,2020-11-11,day,Closed,,,2,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,Microsoft,1,"Europe, Middle East, and Africa (EMEA)","Apps, Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,,,,"Apps, Artificial Intelligence (AI), Health Care, Software","Gauteng, NA - South Africa, South Africa",
Microxen Technology,https://www.crunchbase.com/organization/microxen-technology,,Private,For Profit,11-50,,Pre-Seed,2022-12-01,,2018-01-01,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,Asia-Pacific (APAC),"Information Technology, Software",,,,,,"Information Technology, Software","Dhaka, Dhaka, Bangladesh",
StrikeBuzz Digital,https://www.crunchbase.com/organization/strikebuzz-digital,,Private,For Profit,11-50,,Seed,2019-09-18,,2017-05-01,day,Closed,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA)","Advertising, Sales and Marketing",,,,,,"Advertising, App Marketing, Brand Marketing, Content Marketing, Marketing, Public Relations","Lagos, Lagos, Nigeria",
ReactHQ,https://www.crunchbase.com/organization/react-c22f,,Private,For Profit,1-10,,Pre-Seed,2022-05-06,,2021-02-10,day,Active,,,2,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA)","Information Technology, Software",,,,,,"Information Technology, Software","Lagos, Lagos, Nigeria",
Identer,https://www.crunchbase.com/organization/identer,,Private,Non-profit,11-50,,Pre-Seed,2022-07-15,,2021-12-01,month,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"San Francisco Bay Area, West Coast, Western US","Information Technology, Professional Services",,,,,,"Consulting, Information Technology","San Francisco, California, United States",
Easy Loan,https://www.crunchbase.com/organization/easy-loan,,Private,For Profit,1-10,,Pre-Seed,2021-03-01,,2020-01-01,year,Active,,,,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,Arvind Upadhyay,1,Asia-Pacific (APAC),Financial Services,,,,,,Finance,"Nasik, Maharashtra, India",
Dentists.ma,https://www.crunchbase.com/organization/dentists-ma,,Private,For Profit,1-10,,Pre-Seed,2022-03-01,,2022-01-01,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Middle East and North Africa (MENA), North Africa, Europe, Middle East, and Africa (EMEA)","Apps, Health Care, Software",,,,,,"Apps, Dental, Health Care, Software","Oujda, Oriental, Morocco",
Smesh,https://www.crunchbase.com/organization/smesh-2a93,,Private,For Profit,1-10,,Pre-Seed,2022-07-01,,2022-01-01,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Pre-Seed,1000,USD,1000,1000,USD,1000,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Internet Services, Software",,,,,,"Social Network, Software","Istanbul, Istanbul, Turkey",
Voyage Space,https://www.crunchbase.com/organization/voyage-space,,Private,For Profit,1-10,,Angel,2023-09-22,,2023-09-20,day,Active,,,1,1,Seed,1000,USD,1000,1000,USD,1000,Angel,1000,USD,1000,1000,USD,1000,,,"Asia-Pacific (APAC), Middle East and North Africa (MENA)",Travel and Tourism,,,,,,"Hospitality, Hotel, Resorts, Tourism, Travel","Islamabad, Islamabad, Pakistan",
